"coorte","sigla_uf","id_municipio","instrucao","ocupacao","curso_stem","cbo_2002","cbo_agregado","cbo_agregado_nome","cbo_agregado_nome_caser.laverde.rothwell","stem_background","tenure","tenure_rais","tenure_old","situacao","sigla_partido","idade","genero","populacao","densidade","idhm","renda_pc","per_populacao_urbana","per_populacao_homens","tx_med_ch","tx_med","tx_enf_ch","tx_enf","pct_desp_recp_saude_mun","cob_esf","tx_leito_sus","ideology_party","ideology_municipality","reeleito","mulher","ens_sup","sch_non_stem_cdt","X","Y_deaths_sivep","Y_hosp","T","T_X","barreiras_sanitarias","mascaras","restricao_atv_nao_essenciais","restricao_circulacao","restricao_transporte_publico","total_nfi"
"2016","PR","411750",7,"professor de ensino medio",.,.,.,.,.,"0",0,.,.,.,"PT",55,"masculino",41773,229.263795447517,0.716,20.6442470550537,-0.33955371379852,49.6444682315162,0.563243865966797,0.25486147403717,0.433264523744583,0.458750665187836,30.21,79.93,48.4236831665039,-0.618503589,0.017230322606,FALSE,FALSE,TRUE,TRUE,-0.564550366653802,86.1800684652766,655.926076652383,0,0,0,1,1,1,1,4
"2016","PI","220207",7,"engenheiro",.,.,.,.,.,"0",0,.,0,"deferido","PT",48,"masculino",3573,6.74813944988374,0.562,7.56100797653198,-64.1767425537109,50.2857142857143,0.571428596973419,0.571428596973419,0.714285731315613,0.857142865657806,15.87,100,0,-0.618503589,0.02412820966,FALSE,FALSE,TRUE,TRUE,-0.0617935192162773,55.9753708368318,195.913797928911,0,0,.,.,.,.,.,.
"2016","AC","120005",7,"servidor publico federal",1,"203305","2033","Others","Life, physical, and social science","1",83.9999938964844,412.899993896484,.,.,"PSDB",60,"masculino",7534,1.35459649087537,0.588,13.5628099441528,-36.4427795410156,50.1078981441519,0.899151206016541,0.863185167312622,0.755286991596222,0.863185167312622,15.19,100,158.250610351562,0.504912877,0.080719298338,FALSE,FALSE,TRUE,FALSE,0.222222222222222,26.5463233342182,79.6389700026546,1,0.222222222222222,.,.,.,.,.,.
"2016","SP","353480",3,"pecuarista",.,.,.,.,.,"0",0,.,0,"deferido","PV",60,"masculino",8620,31.225400157439,0.692,13.1368007659912,-6.80390214920044,49.6994469824477,0.324597269296646,0.120221205055714,0.480884820222855,0.480884820222855,21.51,70.88,0,-0.031141703,0.244577125079,FALSE,FALSE,FALSE,FALSE,-0.301875498802873,34.8027842227378,150.812064965197,0,0,0,1,1,1,0,3
"2016","MG","315940",7,"medico",.,.,.,.,.,"0",0,.,.,.,"PSC",54,"masculino",3402,11.0876712497764,0.63,12.380108833313,-35.9964370727539,51.8318659471741,1.12184035778046,0.852030694484711,1.53365528583527,1.13604092597961,27.77,100,0,0.565537659,0.35099657125,FALSE,FALSE,TRUE,TRUE,-0.571831980232969,29.3944738389183,205.761316872428,0,0,1,1,1,1,0,4
"2016","AL","270800",7,"servidor publico civil aposentado",.,.,.,.,.,"0",0,.,.,.,"MDB",75,"masculino",47819,109.208500997995,0.591,12.3577127456665,-37.624095916748,48.4152865699,1.1674872636795,0.895197927951813,1.12485885620117,0.93782639503479,25,79.74,281.347900390625,0.41641139,0.0707959386,FALSE,FALSE,TRUE,TRUE,-0.561310782241015,92.0136347476944,213.304335096928,0,0,.,.,.,.,.,.
"2016","RJ","330245",5,"empresario",.,.,.,.,.,"0",0,.,0,"deferido","PHS",38,"masculino",5623,69.4553455397007,0.703,29.6192798614502,-11.5837678909302,48.2269503546099,1.94580841064453,1.27295875549316,0.636479377746582,0.7274050116539,27.73,100,0,-0.489099038,0.190160030777,FALSE,FALSE,FALSE,FALSE,-0.783025172644241,88.9205050684688,248.977414191713,0,0,.,.,.,.,.,.
"2016","SC","421170",7,"servidor publico estadual",.,.,.,.,.,"0",0,.,.,.,"MDB",59,"masculino",23038,40.9062085453141,0.755,45.4521675109863,-23.408073425293,49.5936411538805,0.918772876262665,0.759131908416748,0.897561848163605,0.893096387386322,21.21,100,138.429931640625,0.41641139,0.464384460658,FALSE,FALSE,TRUE,TRUE,-0.346059904872092,147.582255404115,742.251931591284,0,0,0,1,0,1,1,3
"2016","BA","291125",5,"servidor publico municipal",.,.,.,.,.,"0",0,.,0,"deferido","PSD",45,"masculino",4440,12.7393356728435,0.599,10.239803314209,-42.1067543029785,51.4467338886453,0.635686099529266,0.657606303691864,0.548005282878876,0.438404202461243,19.03,100,175.361679077148,0.424576552,0.278442074562,FALSE,FALSE,FALSE,FALSE,-0.296468655899261,45.045045045045,90.0900900900901,0,0,1,1,1,1,1,5
"2016","SP","352160",7,"prefeito",.,.,.,.,.,"0",0,.,0,"deferido","PSD",63,"masculino",8325,38.1747730356568,0.712,11.8451681137085,-27.5785846710205,61.7769607843137,0.4718137383461,0.490196079015732,1.01102936267853,1.10294115543365,23.3,84.61,0,0.424576552,0.218506885356,TRUE,FALSE,TRUE,TRUE,-0.127740705433746,72.0720720720721,396.396396396396,0,0,0,1,1,1,0,3
"2016","MG","312410",7,"medico",1,"234435","2344","Uni. prof. of biological sciences","Life, physical, and social science","1",84,449.9,449,"deferido","MDB",74,"masculino",71551,73.8810063769747,0.671,10.7522993087769,-5.67182064056396,50.1521909468989,0.772256076335907,0.572599589824677,0.513456106185913,0.39177867770195,28.51,52.09,57.2599601745605,0.41641139,0.105481502049,FALSE,FALSE,TRUE,TRUE,0.019556176386552,95.037106399631,489.161577056924,1,0.019556176386552,1,1,1,1,.,.
"2016","PE","260940",7,"engenheiro",1,"214305","2143","Electrical engineers","Architecture and engineering","1",12,387.9,387,"deferido","PTB",63,"masculino",63294,311.191807091273,0.652,11.4163599014282,-10.202467918396,48.6077491807868,0.648783922195435,0.64219731092453,0.387788385152817,0.329331964254379,15.54,62.79,70.8063659667969,0.230388573,0.01512361184,FALSE,FALSE,TRUE,FALSE,0.0919570191444377,148.513287199419,417.101147028154,1,0.0919570191444377,0,1,0,1,1,3
"2016","CE","230410",5,"empresario",.,.,.,.,.,"0",0,.,.,.,"SOLIDARIEDADE",60,"masculino",75159,24.8802151186727,0.644,10.2536182403564,-26.1462020874023,48.7126301421192,0.734014928340912,0.789551138877869,0.92270427942276,0.909991145133972,16.48,97.66,149.880905151367,0.191148299,-0.017902962951,FALSE,FALSE,FALSE,FALSE,-0.388097354700752,195.585359038838,758.392208517942,0,0,.,.,.,.,.,.
"2016","SC","421860",6,"vereador",.,.,.,.,.,"0",0,.,0,"deferido","MDB",31,"feminino",7434,64.9714133146745,0.775,36.8161964416504,-35.7230796813965,49.5605330309045,1.35384178161621,0.425290614366531,1.28650403022766,1.41763544082642,19.47,98.87,793.875793457031,0.41641139,0.352425832616,FALSE,TRUE,FALSE,FALSE,-0.0287091825553364,134.517083669626,430.454667742803,0,0,0,1,1,1,0,3
"2016","PI","220680",1,"outros",.,.,.,.,.,"0",0,.,0,"deferido com recurso","PT",52,"masculino",8723,23.6853263113263,0.533,7.35763072967529,-52.7197952270508,49.3753648569761,0.653823733329773,0.350262701511383,0.700525403022766,0.700525403022766,17.65,100,151.780502319336,-0.618503589,0.151658356671,FALSE,FALSE,FALSE,FALSE,-0.00194174757281557,68.7836753410524,91.7115671214032,0,0,.,.,.,.,.,.
"2016","RN","240830",7,"membro do ministerio publico",.,.,.,.,.,"0",0,.,0,"deferido","MDB",79,"masculino",37450,134.680074047929,0.629,13.6259803771973,-29.6094341278076,49.4105531315212,0.506111264228821,0.460717082023621,0.699205935001373,0.704626142978668,20.81,100,97.5636215209961,0.41641139,0.154887233704,FALSE,FALSE,TRUE,TRUE,-0.0362888313609467,64.0854472630174,138.851802403204,0,0,.,.,.,.,.,.
"2016","MG","313190",5,"empresario",.,.,.,.,.,"0",0,.,0,"deferido","PSD",56,"masculino",52446,91.7198203494597,0.73,72.0421829223633,-3.06809663772583,49.2996745962771,1.99233984947205,1.23289608955383,0.864037871360779,0.848879277706146,29.09,84.14,90.9513473510742,0.424576552,0.142425904221,FALSE,FALSE,FALSE,FALSE,-0.218748958576332,83.8958166495062,251.687449948518,0,0,1,1,1,1,1,5
"2016","SP","352050",7,"servidor publico municipal",1,"214215","2142","Civil engineers","Architecture and engineering","1",59.9999938964844,167.899993896484,84,"deferido","MDB",48,"masculino",256223,741.571843553901,0.788,61.1559638977051,0.019280552864075,49.8075150930559,1.97426211833954,1.76552152633667,0.626114189624786,0.611473321914673,25.16,27.4,72.3433227539062,0.41641139,0.27941609112,FALSE,FALSE,TRUE,TRUE,0.0181249030326814,151.430589759701,335.645121632328,1,0.0181249030326814,0,1,1,1,1,4
"2016","PE","260880",7,"policial civil",.,.,.,.,.,"0",0,.,0,"deferido","PSD",47,"masculino",40589,207.513643863434,0.611,11.4740953445435,-26.3032894134521,47.5459337734787,0.570013821125031,0.179128915071487,0.483648091554642,0.383847683668137,25.95,97.56,87.0054779052734,0.424576552,0.244770071208,FALSE,FALSE,TRUE,TRUE,-0.0904439819632327,147.82330187982,438.542462243465,0,0,.,.,.,.,.,.
"2016","SP","350510",7,"engenheiro",1,"214205","2142","Civil engineers","Architecture and engineering","1",47.9999938964844,143.899993896484,60,"deferido","DEM",48,"masculino",7468,34.734810829776,0.699,13.9612369537354,-14.0613994598389,50.8350877192982,0.715789496898651,0.421052634716034,0.70175439119339,0.70175439119339,34.56,100,0,0.760155427,0.406093057013,FALSE,FALSE,TRUE,FALSE,0.117848970251716,53.5618639528656,227.637921799679,1,0.117848970251716,1,1,1,1,0,4
"2016","RS","431760",7,"engenheiro",1,"311105","3111","Others","Life, physical, and social science","1",36,451.6,451,"deferido","MDB",71,"masculino",43171,39.9854449436897,0.717,30.9819450378418,-27.5400676727295,49.6920653107992,1.72407627105713,1.43225431442261,0.699417531490326,0.620643556118011,25.98,66.05,171.870529174805,0.41641139,0.325522445797,FALSE,FALSE,TRUE,TRUE,0.0918770796633392,194.575061962892,403.048342637419,1,0.0918770796633392,0,1,1,1,0,3
